"","TeamWin","Dragon","Herald","FirstBlood","blueWardsPlaced","blueWardsDestroyed","blueKills","blueAssists","blueTowers","blueTotalGold","blueAvgLevel","blueTotalExperience","blueMinions","blueJungleMin","GoldDiff","ExpDiff","redWardsPlaced","redWardsDestroyed","redKills","redAssists","redTowers","redTotalGold","redAvgLevel","redTotalExperience","redMinions","redJungleMin","TowersDiff","WardsPlacedDiff","WardsDestDiff","KillDiff","AssistDiff","MinionsDiff","JungleMinDiff","LevelsDiff"
"147","Blue","Red","Blue","Red",16,3,4,5,1,16855,6.6,16360,232,40,-885,-2172,37,1,11,15,0,17740,7.2,18532,216,36,1,-21,2,-7,-10,16,4,-0.600000000000001
"148","Red","Blue","Blue","Red",16,2,3,4,0,15209,6.6,16256,191,60,-2752,-2286,17,4,8,9,0,17961,7.2,18542,241,52,0,-1,-2,-5,-5,-50,8,-0.600000000000001
"149","Blue","Neither","Neither","Blue",17,3,13,22,0,19542,7,17935,207,31,2081,466,17,4,9,11,0,17461,7,17469,200,44,0,0,-1,4,11,7,-13,0
"150","Red","Neither","Neither","Blue",15,5,4,4,0,15267,6.6,17321,232,53,453,-19,16,2,3,3,0,14814,6.8,17340,209,51,0,-1,3,1,1,23,2,-0.2
"151","Red","Blue","Red","Blue",15,2,3,3,0,15243,6.6,17194,224,56,830,-1002,40,4,1,1,0,14413,6.8,18196,220,56,0,-25,-2,2,2,4,0,-0.2
"152","Red","Neither","Neither","Red",21,2,8,3,0,16214,6.8,17234,203,48,94,-445,17,4,8,6,0,16120,7,17679,168,48,0,4,-2,0,-3,35,0,-0.2
"153","Red","Blue","Blue","Red",70,2,8,12,0,15976,7,18227,178,56,-722,891,13,1,6,6,0,16698,6.6,17336,232,39,0,57,1,2,6,-54,17,0.4
"154","Red","Red","Blue","Red",18,1,6,10,0,16557,6.8,17632,230,47,-1491,-799,38,5,7,11,0,18048,7,18431,222,53,0,-20,-4,-1,-1,8,-6,-0.2
"155","Red","Red","Red","Red",10,1,6,3,0,16142,6.8,16953,198,59,-3109,-1745,13,1,14,16,0,19251,7,18698,201,37,0,-3,0,-8,-13,-3,22,-0.2
"156","Red","Red","Neither","Blue",15,4,7,9,0,17984,7.2,18708,230,56,537,-477,16,4,11,11,0,17447,7.2,19185,178,51,0,-1,0,-4,-2,52,5,0
"157","Blue","Blue","Blue","Red",15,9,13,10,0,20038,7.8,21588,222,71,4079,5568,39,1,5,6,0,15959,6.6,16020,208,40,0,-24,8,8,4,14,31,1.2
"158","Blue","Neither","Neither","Red",91,3,10,13,1,19571,7.2,18463,213,50,4006,2081,17,1,5,6,0,15565,6.6,16382,210,47,1,74,2,5,7,3,3,0.600000000000001
"159","Red","Red","Red","Blue",18,2,3,4,0,14557,6.4,15128,200,48,-3582,-5395,16,0,10,10,0,18139,7.6,20523,246,63,0,2,2,-7,-6,-46,-15,-1.2
"160","Blue","Red","Neither","Red",16,4,6,5,0,16029,7,18567,205,56,-355,233,19,3,6,5,0,16384,7,18334,224,48,0,-3,1,0,0,-19,8,0
"161","Blue","Neither","Neither","Blue",18,11,7,8,1,18053,6.6,16741,207,46,3464,994,41,1,6,6,0,14589,6.4,15747,178,22,1,-23,10,1,2,29,24,0.199999999999999
"162","Blue","Blue","Red","Blue",16,2,9,9,0,18098,7,18905,225,60,2217,2183,12,1,5,3,0,15881,6.6,16722,229,32,0,4,1,4,6,-4,28,0.4
"163","Blue","Blue","Blue","Blue",13,1,8,9,0,18343,7.2,19519,235,59,3049,1511,13,3,3,2,0,15294,7,18008,234,54,0,0,-2,5,7,1,5,0.2
"164","Blue","Blue","Neither","Red",13,2,5,4,0,15596,7,17998,198,44,-305,-474,25,2,6,7,0,15901,7,18472,199,40,0,-12,0,-1,-3,-1,4,0
"165","Red","Blue","Red","Red",54,3,4,6,0,15812,7,17882,229,53,1325,479,15,3,2,1,0,14487,7,17403,218,54,0,39,0,2,5,11,-1,0
"166","Blue","Red","Neither","Blue",17,2,6,10,0,15947,6.4,16477,221,44,-53,87,14,4,6,9,0,16000,6.4,16390,203,52,0,3,-2,0,1,18,-8,0
"167","Red","Red","Neither","Red",35,1,5,5,0,14997,6.6,16532,196,40,-2865,-1441,16,4,9,7,0,17862,6.8,17973,237,32,0,19,-3,-4,-2,-41,8,-0.2
"168","Red","Red","Neither","Blue",10,1,7,5,0,16463,6.8,17576,215,42,-93,-561,33,0,7,8,0,16556,7,18137,217,40,0,-23,1,0,-3,-2,2,-0.2
"169","Red","Red","Neither","Blue",19,5,6,7,0,16072,6.6,17054,225,46,-420,-1185,15,3,7,10,0,16492,7.2,18239,212,50,0,4,2,-1,-3,13,-4,-0.600000000000001
"170","Blue","Blue","Red","Blue",22,6,7,6,0,19140,7.4,19579,253,64,5008,2355,60,6,3,3,0,14132,6.8,17224,179,45,0,-38,0,4,3,74,19,0.600000000000001
"171","Red","Red","Red","Blue",19,2,4,1,0,14547,6.4,15883,188,53,-2074,-1795,19,3,6,5,0,16621,6.8,17678,196,56,0,0,-1,-2,-4,-8,-3,-0.399999999999999
"172","Blue","Neither","Blue","Red",14,5,5,7,0,15644,6.8,17717,188,63,-3,1013,20,3,4,7,0,15647,6.6,16704,190,48,0,-6,2,1,0,-2,15,0.2
"173","Red","Red","Red","Blue",15,2,5,5,0,15734,7,17911,213,47,-837,-660,21,3,5,7,0,16571,7,18571,249,47,0,-6,-1,0,-2,-36,0,0
"174","Blue","Blue","Red","Blue",38,2,5,6,0,16794,6.8,17320,229,39,510,-747,37,4,5,6,0,16284,7.2,18067,216,55,0,1,-2,0,0,13,-16,-0.4
"175","Red","Blue","Neither","Red",16,3,6,8,0,15930,6.8,17257,200,43,-3549,-2407,14,4,11,12,0,19479,7.4,19664,214,60,0,2,-1,-5,-4,-14,-17,-0.600000000000001
"176","Blue","Red","Neither","Red",17,4,6,6,0,16936,7.2,18646,240,56,272,359,56,2,6,7,0,16664,6.8,18287,199,68,0,-39,2,0,-1,41,-12,0.4
"177","Blue","Neither","Neither","Blue",18,2,9,9,0,17941,7.2,19379,230,51,2187,2189,45,3,5,5,0,15754,7,17190,206,52,0,-27,-1,4,4,24,-1,0.2
"178","Red","Neither","Red","Red",19,6,2,4,0,13698,6.2,15671,222,33,-4907,-2556,18,7,8,11,1,18605,7,18227,242,40,-1,1,-1,-6,-7,-20,-7,-0.8
"179","Blue","Blue","Neither","Blue",14,3,5,3,0,15943,7.4,19262,238,64,63,648,16,1,4,5,0,15880,7,18614,210,64,0,-2,2,1,-2,28,0,0.4
"180","Blue","Red","Blue","Red",17,0,4,6,0,15891,7,18304,222,68,-2132,-484,15,2,8,13,0,18023,7,18788,230,47,0,2,-2,-4,-7,-8,21,0
"181","Red","Red","Blue","Red",12,4,5,5,0,16216,7,19002,211,71,-976,-964,15,2,6,8,0,17192,7.6,19966,222,69,0,-3,2,-1,-3,-11,2,-0.6
"182","Red","Red","Neither","Blue",86,4,3,3,0,14754,6.6,17158,186,62,-1342,-1966,36,6,5,6,0,16096,7.2,19124,218,54,0,50,-2,-2,-3,-32,8,-0.600000000000001
"183","Blue","Blue","Neither","Blue",16,1,8,5,0,16909,7.2,18318,229,40,2304,2532,14,3,2,2,0,14605,6.2,15786,208,44,0,2,-2,6,3,21,-4,1
"184","Blue","Red","Neither","Red",15,6,10,11,0,18858,7.2,19691,218,70,4219,3379,83,3,2,1,0,14639,6.6,16312,219,56,0,-68,3,8,10,-1,14,0.600000000000001
"185","Red","Neither","Neither","Blue",22,7,6,7,0,15952,6.8,17112,180,45,-2049,-2340,46,6,7,9,0,18001,7.2,19452,243,46,0,-24,1,-1,-2,-63,-1,-0.4
"186","Red","Red","Neither","Red",16,4,1,2,0,13286,6.2,15085,187,48,-4179,-3823,20,4,5,4,0,17465,7,18908,236,67,0,-4,0,-4,-2,-49,-19,-0.8
"187","Red","Red","Neither","Red",17,7,6,9,0,16812,7.2,18466,269,40,-66,-1073,19,5,6,3,0,16878,7,19539,245,56,0,-2,2,0,6,24,-16,0.2
"188","Blue","Blue","Blue","Red",16,3,9,13,0,17906,6.8,18001,178,60,510,142,14,1,7,4,0,17396,6.8,17859,215,56,0,2,2,2,9,-37,4,0
"189","Red","Red","Blue","Blue",15,3,4,2,0,16408,7.2,19181,263,53,2591,1567,15,2,3,1,0,13817,6.8,17614,208,35,0,0,1,1,1,55,18,0.4
"190","Red","Red","Neither","Blue",14,1,4,5,0,15056,6.4,16369,198,46,-3772,-3034,13,1,12,20,1,18828,7.4,19403,177,53,-1,1,0,-8,-15,21,-7,-1
"191","Red","Blue","Neither","Blue",25,1,6,11,0,17831,6.8,18269,240,43,965,-878,17,2,6,7,0,16866,7,19147,233,51,0,8,-1,0,4,7,-8,-0.2
"192","Red","Red","Red","Red",11,1,1,1,0,13738,6.6,16678,223,34,-3468,-2158,14,2,5,7,0,17206,7.4,18836,259,70,0,-3,-1,-4,-6,-36,-36,-0.800000000000001
"193","Blue","Neither","Neither","Blue",25,5,14,15,0,20317,7.4,20330,212,54,6153,3916,13,4,3,4,0,14164,6.4,16414,196,45,0,12,1,11,11,16,9,1
"194","Red","Red","Neither","Red",15,0,0,0,0,14091,6.4,16184,233,60,-2216,-2730,56,2,5,8,0,16307,7,18914,229,60,0,-41,-2,-5,-8,4,0,-0.6
"195","Red","Blue","Neither","Red",17,4,6,4,0,16036,6.6,16916,191,39,-2308,-1767,19,6,11,14,0,18344,7.2,18683,206,28,0,-2,-2,-5,-10,-15,11,-0.600000000000001
"196","Blue","Red","Blue","Blue",17,4,6,5,0,17052,6.6,17392,210,54,1917,-179,14,2,6,3,0,15135,7,17571,194,51,0,3,2,0,2,16,3,-0.4
"197","Red","Red","Neither","Red",14,4,4,6,0,16354,7,18778,268,52,-1676,-1759,13,4,7,8,0,18030,7.4,20537,244,84,0,1,0,-3,-2,24,-32,-0.4
"198","Blue","Blue","Neither","Blue",18,1,10,8,0,18297,7.2,19476,242,48,2709,1259,13,0,5,7,0,15588,6.8,18217,214,60,0,5,1,5,1,28,-12,0.4
"199","Red","Red","Neither","Red",17,5,6,5,0,15748,6.6,16524,222,36,-1304,-552,40,6,8,12,0,17052,6.8,17076,216,46,0,-23,-1,-2,-7,6,-10,-0.2
"200","Blue","Blue","Neither","Blue",42,4,8,10,0,17886,7.4,20099,229,59,1824,1409,14,1,5,5,0,16062,7.2,18690,222,60,0,28,3,3,5,7,-1,0.2
"201","Red","Red","Red","Red",17,7,11,15,0,17069,6.6,16703,174,38,229,-45,17,5,8,9,0,16840,6.8,16748,212,44,0,0,2,3,6,-38,-6,-0.2
"202","Blue","Neither","Blue","Red",15,2,4,4,0,16631,7.2,19310,252,57,1507,1667,29,2,4,1,0,15124,7,17643,214,56,0,-14,0,0,3,38,1,0.2
"203","Red","Blue","Neither","Red",12,3,1,3,0,14766,7,18364,231,65,-1787,-1135,17,3,5,4,0,16553,7,19499,235,61,0,-5,0,-4,-1,-4,4,0
"204","Red","Neither","Neither","Red",14,2,8,3,0,17113,7.2,19396,234,49,815,1397,15,2,7,4,0,16298,6.8,17999,182,52,0,-1,0,1,-1,52,-3,0.4
"205","Red","Blue","Neither","Red",13,2,5,6,0,15120,6.6,16713,167,48,-4767,-5061,15,1,14,9,0,19887,7.8,21774,238,44,0,-2,1,-9,-3,-71,4,-1.2
"206","Red","Red","Neither","Red",13,3,4,6,0,15339,6.6,16302,221,43,-1861,-2532,15,4,6,10,0,17200,7,18834,262,64,0,-2,-1,-2,-4,-41,-21,-0.4
"207","Red","Blue","Neither","Red",68,0,1,1,0,13438,5.8,14164,174,53,-7655,-4485,15,4,14,18,1,21093,7,18649,234,29,-1,53,-4,-13,-17,-60,24,-1.2
"208","Blue","Neither","Neither","Red",20,1,4,3,0,15582,6.8,17281,212,56,-2058,-2051,12,6,9,11,0,17640,7.2,19332,224,54,0,8,-5,-5,-8,-12,2,-0.4
"209","Blue","Blue","Neither","Red",16,3,5,7,0,15441,6.6,17550,201,52,-575,-208,18,1,5,3,0,16016,6.8,17758,213,64,0,-2,2,0,4,-12,-12,-0.2
"210","Red","Neither","Blue","Blue",12,2,4,2,0,16002,7.2,18467,245,61,1765,701,15,0,2,1,0,14237,6.8,17766,212,58,0,-3,2,2,1,33,3,0.4
"211","Red","Red","Blue","Blue",13,5,5,8,0,16009,6.8,18033,220,40,540,269,15,2,5,8,0,15469,6.8,17764,185,54,0,-2,3,0,0,35,-14,0
"212","Blue","Red","Neither","Red",16,3,12,15,0,18106,6.6,16668,186,48,862,-442,17,4,9,11,0,17244,6.8,17110,204,48,0,-1,-1,3,4,-18,0,-0.2
"213","Blue","Blue","Neither","Blue",35,3,6,9,0,16501,6.6,18428,221,44,2761,1659,15,1,2,1,0,13740,6.6,16769,201,40,0,20,2,4,8,20,4,0
"214","Red","Red","Neither","Red",14,2,3,3,0,15505,6.8,17721,227,61,-1249,-853,84,4,8,5,0,16754,7.2,18574,214,44,0,-70,-2,-5,-2,13,17,-0.4
"215","Blue","Red","Neither","Red",35,2,5,3,0,16195,7,19145,244,60,-75,655,17,4,5,5,0,16270,7,18490,217,52,0,18,-2,0,-2,27,8,0
"216","Blue","Blue","Neither","Blue",18,3,14,12,0,20294,6.8,18459,230,48,5805,4777,17,1,5,6,0,14489,5.8,13682,178,28,0,1,2,9,6,52,20,1
"217","Red","Red","Blue","Red",22,4,5,3,0,15475,7,18145,198,59,-810,-305,13,5,7,11,0,16285,7,18450,212,52,0,9,-1,-2,-8,-14,7,0
"218","Red","Neither","Blue","Blue",124,3,5,6,0,16243,7,18154,225,51,1034,706,17,4,4,2,0,15209,6.8,17448,227,47,0,107,-1,1,4,-2,4,0.2
"219","Blue","Neither","Red","Blue",18,1,3,2,0,15065,6.6,17137,231,50,-2595,-2856,17,8,7,6,0,17660,7.4,19993,260,51,0,1,-7,-4,-4,-29,-1,-0.800000000000001
"220","Blue","Red","Neither","Red",22,5,1,3,0,14359,6.8,17258,228,55,-334,-73,16,1,2,1,0,14693,6.6,17331,223,48,0,6,4,-1,2,5,7,0.2
"221","Blue","Blue","Blue","Blue",13,3,11,8,1,19377,7.4,20008,233,44,3806,2161,15,0,4,4,0,15571,7,17847,231,44,1,-2,3,7,4,2,0,0.4
"222","Red","Neither","Neither","Red",34,3,2,2,0,14135,6.8,17185,220,37,-2711,-2547,13,2,7,7,0,16846,7.2,19732,230,58,0,21,1,-5,-5,-10,-21,-0.4
"223","Blue","Neither","Neither","Blue",24,1,8,8,0,17448,6.8,18315,242,48,2551,1754,17,1,4,7,0,14897,6.6,16561,195,46,0,7,0,4,1,47,2,0.2
"224","Red","Blue","Neither","Blue",50,12,6,9,0,15958,6.6,17693,213,48,66,-446,37,3,3,3,0,15892,6.8,18139,254,60,0,13,9,3,6,-41,-12,-0.2
"225","Red","Blue","Neither","Red",16,3,10,13,0,18287,7.2,18402,213,52,2242,727,36,1,5,3,0,16045,6.8,17675,225,47,0,-20,2,5,10,-12,5,0.4
"226","Red","Neither","Blue","Red",13,2,2,2,0,15534,7,17975,252,51,-893,-213,13,4,5,8,0,16427,7,18188,231,44,0,0,-2,-3,-6,21,7,0
"227","Red","Red","Neither","Red",33,1,2,2,0,14935,7,17703,230,56,-1208,-152,17,1,5,8,0,16143,7,17855,248,43,0,16,0,-3,-6,-18,13,0
"228","Blue","Red","Neither","Red",13,3,12,11,0,19331,7.2,19387,255,50,4003,2566,17,1,4,5,0,15328,6.8,16821,215,50,0,-4,2,8,6,40,0,0.4
"229","Blue","Blue","Neither","Red",17,3,8,7,0,17131,7.4,19719,240,43,819,2149,13,5,6,9,0,16312,7,17570,206,52,0,4,-2,2,-2,34,-9,0.4
"230","Blue","Neither","Red","Blue",78,4,9,10,0,17983,7,18340,230,52,4009,1935,18,0,3,1,0,13974,6.6,16405,183,49,0,60,4,6,9,47,3,0.4
"231","Red","Blue","Neither","Red",16,2,5,5,0,16842,7,18443,221,58,-259,-1001,16,4,6,6,0,17101,7.4,19444,247,64,0,0,-2,-1,-1,-26,-6,-0.4
"232","Red","Neither","Neither","Blue",22,2,9,13,0,17569,6.8,17101,212,40,1728,-738,11,2,6,7,0,15841,7,17839,180,56,0,11,0,3,6,32,-16,-0.2
"233","Red","Red","Blue","Red",15,5,5,3,0,15882,6.8,16956,241,48,474,393,15,2,5,6,0,15408,6.4,16563,207,36,0,0,3,0,-3,34,12,0.399999999999999
"234","Red","Neither","Neither","Blue",19,2,9,8,0,17049,6.8,17241,202,41,1863,328,17,2,3,5,0,15186,6.8,16913,204,58,0,2,0,6,3,-2,-17,0
"235","Red","Red","Neither","Red",40,4,1,1,0,13556,6.8,16451,200,48,-3846,-2306,17,5,7,7,0,17402,7.2,18757,253,52,0,23,-1,-6,-6,-53,-4,-0.4
"236","Red","Red","Neither","Red",13,1,1,1,0,14692,7,18342,227,47,-2373,-1592,17,1,3,5,0,17065,7.2,19934,250,76,0,-4,0,-2,-4,-23,-29,-0.2
"237","Blue","Blue","Neither","Red",15,2,8,10,0,17000,6.6,16417,204,49,218,-204,14,5,7,5,0,16782,6.8,16621,209,55,0,1,-3,1,5,-5,-6,-0.2
"238","Blue","Neither","Neither","Blue",31,2,6,7,0,17200,7.2,18984,235,59,2208,1929,20,1,4,5,0,14992,6.6,17055,215,40,0,11,1,2,2,20,19,0.600000000000001
"239","Red","Blue","Neither","Red",44,2,5,2,0,15409,7.2,18408,217,64,-1440,-373,17,4,7,9,0,16849,7.2,18781,241,52,0,27,-2,-2,-7,-24,12,0
"240","Red","Blue","Neither","Red",27,2,10,13,0,17283,6.4,16235,184,36,-845,-1743,14,5,12,7,0,18128,6.8,17978,208,68,0,13,-3,-2,6,-24,-32,-0.399999999999999
"241","Red","Red","Neither","Red",16,0,5,5,0,15477,6.4,15965,173,47,-2635,-2694,12,3,9,12,0,18112,7,18659,241,43,0,4,-3,-4,-7,-68,4,-0.6
"242","Blue","Blue","Blue","Red",54,4,6,8,0,16763,7,18897,224,51,2817,2414,37,3,1,1,0,13946,6.4,16483,207,56,0,17,1,5,7,17,-5,0.6
"243","Blue","Blue","Blue","Red",13,3,9,4,0,18434,7.4,20263,223,70,2812,2497,16,2,5,3,0,15622,7.2,17766,226,55,0,-3,1,4,1,-3,15,0.2
"244","Red","Red","Neither","Red",17,3,1,2,0,13731,6.6,16666,218,44,-3864,-2759,24,4,6,10,0,17595,7.2,19425,263,48,0,-7,-1,-5,-8,-45,-4,-0.600000000000001
"245","Blue","Blue","Neither","Red",14,2,5,6,0,17251,7.4,19984,233,76,334,955,16,2,6,5,0,16917,7,19029,230,60,0,-2,0,-1,1,3,16,0.4
"246","Blue","Blue","Neither","Blue",12,2,7,5,0,17051,7,18864,246,44,1909,2436,16,0,6,8,0,15142,6.4,16428,196,40,0,-4,2,1,-3,50,4,0.6
"247","Red","Neither","Neither","Blue",14,1,7,6,0,16346,7,18557,209,44,-346,-358,33,1,7,7,0,16692,7.2,18915,182,67,0,-19,0,0,-1,27,-23,-0.2
"248","Blue","Red","Neither","Blue",24,3,14,14,0,21095,7.6,21242,249,67,5802,5396,13,5,4,5,0,15293,6.2,15846,186,44,0,11,-2,10,9,63,23,1.4
"249","Blue","Blue","Neither","Blue",14,1,6,3,0,16434,7,18641,228,47,1085,1048,12,2,4,2,0,15349,6.6,17593,220,48,0,2,-1,2,1,8,-1,0.4
"250","Red","Blue","Neither","Blue",36,2,4,2,0,15834,6.8,18362,197,56,-2383,-1807,16,1,11,7,0,18217,7.4,20169,182,59,0,20,1,-7,-5,15,-3,-0.600000000000001
"251","Blue","Neither","Blue","Red",40,7,8,9,0,16968,7,18900,214,45,306,1895,25,4,9,10,0,16662,6.6,17005,208,33,0,15,3,-1,-1,6,12,0.4
"252","Red","Red","Neither","Blue",19,2,5,7,0,15949,6.8,17005,209,51,-1568,-1850,19,5,7,8,0,17517,7.2,18855,215,71,0,0,-3,-2,-1,-6,-20,-0.4
"253","Blue","Blue","Red","Red",17,3,5,3,0,16056,6.8,17578,234,56,-1419,-1156,39,2,7,13,0,17475,7,18734,227,52,0,-22,1,-2,-10,7,4,-0.2
"254","Blue","Red","Blue","Blue",27,5,10,8,0,18392,6.8,18818,222,52,2263,1634,18,1,6,5,0,16129,6.4,17184,213,60,0,9,4,4,3,9,-8,0.399999999999999
"255","Blue","Red","Neither","Blue",17,4,6,9,0,16415,7.2,18271,230,43,1374,1225,17,4,2,2,0,15041,6.8,17046,217,51,0,0,0,4,7,13,-8,0.4
"256","Blue","Blue","Neither","Red",18,5,14,21,0,19948,7.4,20064,220,56,4301,3444,66,2,4,4,0,15647,6.6,16620,205,60,0,-48,3,10,17,15,-4,0.800000000000001
"257","Blue","Neither","Neither","Blue",13,0,9,6,0,18189,7,19191,220,54,3905,3713,15,3,4,3,0,14284,6.2,15478,181,52,0,-2,-3,5,3,39,2,0.8
"258","Blue","Red","Neither","Red",15,2,3,4,0,14398,6.6,15990,194,42,-2919,-2318,16,2,8,9,0,17317,7,18308,207,51,0,-1,0,-5,-5,-13,-9,-0.4
"259","Blue","Blue","Neither","Blue",22,2,6,8,0,17359,7.4,20592,265,59,2923,2787,15,7,0,0,0,14436,6.8,17805,242,48,0,7,-5,6,8,23,11,0.600000000000001
"260","Red","Red","Red","Red",19,2,4,3,0,15817,6.8,17535,210,55,-1059,-951,15,4,7,9,0,16876,7,18486,214,49,0,4,-2,-3,-6,-4,6,-0.2
"261","Red","Red","Blue","Red",12,0,3,3,0,15861,7,19121,270,52,-406,-14,14,1,5,7,0,16267,7,19135,235,56,0,-2,-1,-2,-4,35,-4,0
"262","Blue","Blue","Neither","Red",16,1,7,7,0,16355,7,18991,238,43,1143,1251,11,0,3,2,0,15212,7,17740,216,59,0,5,1,4,5,22,-16,0
"263","Blue","Red","Neither","Red",57,3,11,13,0,18333,7,18622,225,56,736,266,15,2,9,9,0,17597,7.2,18356,205,44,0,42,1,2,4,20,12,-0.2
"264","Red","Red","Neither","Blue",10,0,2,3,0,14562,6.8,16952,196,68,-4816,-3750,12,1,11,12,0,19378,7.4,20702,259,48,0,-2,-1,-9,-9,-63,20,-0.600000000000001
"265","Blue","Blue","Blue","Red",18,4,11,13,0,19677,7.6,20488,236,57,3977,3949,36,5,6,12,0,15700,6.4,16539,208,32,0,-18,-1,5,1,28,25,1.2
"266","Blue","Red","Neither","Red",18,5,11,14,0,18793,7,18395,217,37,3026,3357,20,2,7,8,0,15767,6.4,15038,174,37,0,-2,3,4,6,43,0,0.6
"267","Red","Blue","Neither","Red",22,3,4,0,0,14276,6.8,16422,190,51,-4262,-2426,16,2,12,14,0,18538,7.2,18848,224,40,0,6,1,-8,-14,-34,11,-0.4
"268","Red","Red","Blue","Blue",18,1,4,4,1,16808,6.8,17831,227,46,2476,772,15,2,1,0,0,14332,6.8,17059,248,53,1,3,-1,3,4,-21,-7,0
"269","Red","Red","Red","Red",15,2,3,3,0,15002,6.6,16448,217,41,-3545,-3206,39,2,9,10,0,18547,7.4,19654,224,55,0,-24,0,-6,-7,-7,-14,-0.800000000000001
"270","Red","Red","Blue","Red",16,3,4,5,0,14354,6.4,15677,173,49,-4324,-2979,30,3,9,13,0,18678,7,18656,213,55,0,-14,0,-5,-8,-40,-6,-0.6
"271","Blue","Blue","Neither","Red",11,3,5,6,0,15926,7.2,19262,223,63,-496,-837,9,2,6,5,0,16422,7.4,20099,218,46,0,2,1,-1,1,5,17,-0.2
"272","Red","Red","Neither","Red",18,3,3,5,0,14742,6.6,16162,241,38,-1620,-1442,17,2,5,6,0,16362,7,17604,226,62,0,1,1,-2,-1,15,-24,-0.4
"273","Blue","Red","Neither","Blue",18,3,6,8,0,16481,6.8,17069,201,48,-1334,-1607,14,4,10,12,0,17815,7.2,18676,198,44,0,4,-1,-4,-4,3,4,-0.4
"274","Red","Neither","Neither","Blue",39,1,9,5,0,16307,7,17660,194,32,-796,-217,18,6,8,10,0,17103,6.8,17877,215,44,0,21,-5,1,-5,-21,-12,0.2
"275","Blue","Blue","Neither","Blue",39,3,6,3,0,16569,7.2,19120,238,44,1398,1804,17,18,2,3,0,15171,6.6,17316,233,60,0,22,-15,4,0,5,-16,0.600000000000001
"276","Blue","Neither","Neither","Blue",17,4,5,5,0,17322,7,19067,229,63,3005,1938,18,2,3,4,0,14317,6.4,17129,197,32,0,-1,2,2,1,32,31,0.6
"277","Red","Neither","Neither","Blue",18,4,3,2,0,14711,6.8,16559,222,40,-3156,-3287,18,4,8,6,0,17867,7.2,19846,238,54,0,0,0,-5,-4,-16,-14,-0.4
"278","Blue","Blue","Blue","Red",21,2,3,3,0,16009,7.2,18511,268,55,-473,383,16,6,5,7,0,16482,6.8,18128,246,46,0,5,-4,-2,-4,22,9,0.4
"279","Red","Neither","Red","Red",14,4,5,4,0,15102,6.4,16437,196,36,-3397,-2282,22,2,10,12,0,18499,7,18719,225,49,0,-8,2,-5,-8,-29,-13,-0.6
"280","Red","Red","Neither","Red",40,4,6,5,0,15499,6.8,17298,222,28,-1937,-1514,13,5,9,12,0,17436,7,18812,204,59,0,27,-1,-3,-7,18,-31,-0.2
"281","Blue","Neither","Neither","Blue",37,6,10,10,0,18456,7.2,19319,218,48,3765,2661,15,2,4,3,0,14691,6.8,16658,193,47,0,22,4,6,7,25,1,0.4
"282","Red","Blue","Red","Blue",13,2,5,5,0,15767,7,17413,224,52,384,-690,16,3,2,3,0,15383,7,18103,250,48,0,-3,-1,3,2,-26,4,0
"283","Blue","Blue","Neither","Blue",16,1,11,12,0,18890,7.2,19229,223,40,2708,682,16,4,5,4,0,16182,7.2,18547,230,47,0,0,-3,6,8,-7,-7,0
"284","Red","Neither","Neither","Blue",15,4,4,3,0,14901,7,17696,209,42,-2427,-1462,16,0,8,7,0,17328,7.2,19158,224,52,0,-1,4,-4,-4,-15,-10,-0.2
"285","Blue","Blue","Neither","Blue",18,2,6,7,0,16785,7.4,19346,245,45,1901,684,48,1,3,2,0,14884,7,18662,211,68,0,-30,1,3,5,34,-23,0.4
"286","Blue","Blue","Red","Red",37,0,10,15,0,18786,7.2,18509,235,60,2480,1699,15,1,5,8,0,16306,6.8,16810,221,40,0,22,-1,5,7,14,20,0.4
"287","Red","Red","Blue","Red",16,2,1,2,0,14727,6.6,16272,219,52,-3581,-2467,14,6,10,15,0,18308,7,18739,248,31,0,2,-4,-9,-13,-29,21,-0.4
"288","Blue","Blue","Blue","Blue",35,4,10,14,0,18009,7.2,18763,200,55,2911,1378,15,3,5,5,0,15098,6.8,17385,212,52,0,20,1,5,9,-12,3,0.4
"289","Red","Red","Blue","Red",16,3,1,2,0,14526,6.8,17366,224,50,-1245,-1370,16,4,4,4,0,15771,7,18736,241,53,0,0,-1,-3,-2,-17,-3,-0.2
"290","Red","Blue","Red","Red",15,2,8,8,0,16627,6.8,17397,212,50,166,-497,14,0,6,6,0,16461,7,17894,209,53,0,1,2,2,2,3,-3,-0.2
"291","Red","Neither","Neither","Red",14,6,1,1,0,13075,6.4,15488,169,56,-6309,-3115,19,1,6,5,1,19384,7.2,18603,270,48,-1,-5,5,-5,-4,-101,8,-0.8
"292","Red","Red","Neither","Red",16,1,5,4,0,16105,6.8,17502,214,35,-2047,-2555,141,1,11,5,0,18152,7.6,20057,208,52,0,-125,0,-6,-1,6,-17,-0.8
"293","Red","Red","Neither","Blue",15,2,3,6,0,14782,6.8,16677,213,49,-1464,-1509,19,1,4,4,0,16246,7,18186,238,56,0,-4,1,-1,2,-25,-7,-0.2
"294","Blue","Blue","Blue","Blue",13,3,5,4,0,15889,7,18189,217,52,874,-302,39,2,3,4,0,15015,7.2,18491,215,52,0,-26,1,2,0,2,0,-0.2
"295","Red","Blue","Neither","Blue",18,10,2,3,0,15158,6.8,17387,250,43,-627,183,45,8,5,9,0,15785,6.8,17204,243,24,0,-27,2,-3,-6,7,19,0
